source_object,evidence_id,graph_object_type,graph_object_id,ir_object_id,question_or_decision,generated_code_location,validation_result
Architecture Diagram to IaC Compiler.pptx:slide11.xml:7,ev-1542ddda74ab4ef8,node,ev-1542ddda74ab4ef8,ev-1542ddda74ab4ef8,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L2428,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:8,ev-8f4945a687a94ed5,node,ev-8f4945a687a94ed5,ev-8f4945a687a94ed5,none,main.bicep#L2436,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:9,ev-3407d9f53682c433,node,ev-3407d9f53682c433,ev-3407d9f53682c433,none,main.bicep#L2444,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:10,ev-b445bdbe39915fdb,node,ev-b445bdbe39915fdb,ev-b445bdbe39915fdb,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L2452,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:11,ev-11a2317ebed4dbe3,node,ev-11a2317ebed4dbe3,ev-11a2317ebed4dbe3,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L2460,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:12,ev-dda565101ad953a3,node,ev-dda565101ad953a3,ev-dda565101ad953a3,none,main.bicep#L2468,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:13,ev-068beb5249fce997,node,ev-068beb5249fce997,ev-068beb5249fce997,none,main.bicep#L2476,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:14,ev-ec3a724eb22c4314,node,ev-ec3a724eb22c4314,ev-ec3a724eb22c4314,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L2484,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:15,ev-16dfa1da6cd0e0a1,node,ev-16dfa1da6cd0e0a1,ev-16dfa1da6cd0e0a1,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L2492,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:16,ev-1088103f947f508e,node,ev-1088103f947f508e,ev-1088103f947f508e,none,main.bicep#L2500,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:17,ev-76dd92bf8b431a6d,node,ev-76dd92bf8b431a6d,ev-76dd92bf8b431a6d,none,main.bicep#L2508,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:18,ev-6fda81fe734ba163,node,ev-6fda81fe734ba163,ev-6fda81fe734ba163,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L2516,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:19,ev-4dda241e318f32de,node,ev-4dda241e318f32de,ev-4dda241e318f32de,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L2524,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:20,ev-92d28b098e83c509,node,ev-92d28b098e83c509,ev-92d28b098e83c509,none,main.bicep#L2532,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:21,ev-0a04aef0efe13738,node,ev-0a04aef0efe13738,ev-0a04aef0efe13738,none,main.bicep#L2540,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:22,ev-e1bf92b85bc6d306,node,ev-e1bf92b85bc6d306,ev-e1bf92b85bc6d306,none,main.bicep#L2548,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:23,ev-88f5d8163eaa63a4,node,ev-88f5d8163eaa63a4,ev-88f5d8163eaa63a4,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L2556,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:25,ev-233346ddf0b93565,node,ev-233346ddf0b93565,ev-233346ddf0b93565,none,main.bicep#L2564,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:26,ev-ab3c5f4d972ad01e,node,ev-ab3c5f4d972ad01e,ev-ab3c5f4d972ad01e,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L2572,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:28,ev-02f7cc2452366653,node,ev-02f7cc2452366653,ev-02f7cc2452366653,none,main.bicep#L2580,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:29,ev-d8b0771f1a144fc5,node,ev-d8b0771f1a144fc5,ev-d8b0771f1a144fc5,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L2588,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:31,ev-a36932e485a854b0,node,ev-a36932e485a854b0,ev-a36932e485a854b0,none,main.bicep#L2596,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:32,ev-0e0cc2842fcf8da8,node,ev-0e0cc2842fcf8da8,ev-0e0cc2842fcf8da8,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L2604,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:34,ev-be7470c641e7f470,node,ev-be7470c641e7f470,ev-be7470c641e7f470,none,main.bicep#L2612,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:35,ev-08d4117f9b69ee1a,node,ev-08d4117f9b69ee1a,ev-08d4117f9b69ee1a,none,main.bicep#L2620,passed
Architecture Diagram to IaC Compiler.pptx:slide11.xml:36,ev-289b90b84ce7b52c,node,ev-289b90b84ce7b52c,ev-289b90b84ce7b52c,none,main.bicep#L2628,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:2,ev-22f9e8c75c6d552f,node,ev-22f9e8c75c6d552f,ev-22f9e8c75c6d552f,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L2636,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:3,ev-df138c2af0c0e84e,node,ev-df138c2af0c0e84e,ev-df138c2af0c0e84e,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L2644,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:4,ev-92ecfa6e2a3965a7,node,ev-92ecfa6e2a3965a7,ev-92ecfa6e2a3965a7,none,main.bicep#L2652,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:5,ev-2e7ad886e871206c,node,ev-2e7ad886e871206c,ev-2e7ad886e871206c,none,main.bicep#L2660,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:6,ev-8fbf6b636a815cc5,node,ev-8fbf6b636a815cc5,ev-8fbf6b636a815cc5,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L2668,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:7,ev-37a9f0216c77fa60,node,ev-37a9f0216c77fa60,ev-37a9f0216c77fa60,none,main.bicep#L2676,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:8,ev-5bad7f7ef6cd3930,edge,ev-5bad7f7ef6cd3930,,question:LOW_EDGE_CONFIDENCE,main.bicep#L4254,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:9,ev-5d4c00419ae49ce1,edge,ev-5d4c00419ae49ce1,,question:LOW_EDGE_CONFIDENCE,main.bicep#L4260,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:10,ev-0a3e682ed98b2052,node,ev-0a3e682ed98b2052,ev-0a3e682ed98b2052,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L2684,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:11,ev-c8e817f3f3d789d5,node,ev-c8e817f3f3d789d5,ev-c8e817f3f3d789d5,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L2692,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:13,ev-df94997259438d79,node,ev-df94997259438d79,ev-df94997259438d79,none,main.bicep#L2700,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:14,ev-eacb18d3c19d095c,node,ev-eacb18d3c19d095c,ev-eacb18d3c19d095c,none,main.bicep#L2708,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:15,ev-b432cefca50a9e2c,node,ev-b432cefca50a9e2c,ev-b432cefca50a9e2c,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L2716,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:16,ev-8cb0a940b44260b1,node,ev-8cb0a940b44260b1,ev-8cb0a940b44260b1,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L2724,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:18,ev-9dc00639269eca70,node,ev-9dc00639269eca70,ev-9dc00639269eca70,none,main.bicep#L2732,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:19,ev-1d1ea179d543a1d7,node,ev-1d1ea179d543a1d7,ev-1d1ea179d543a1d7,none,main.bicep#L2740,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:20,ev-73ee3510bf454e53,node,ev-73ee3510bf454e53,ev-73ee3510bf454e53,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L2748,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:21,ev-12683d54d7415384,node,ev-12683d54d7415384,ev-12683d54d7415384,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L2756,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:22,ev-686f06ceb212acc3,node,ev-686f06ceb212acc3,ev-686f06ceb212acc3,none,main.bicep#L2764,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:23,ev-ae018bd16b7241c8,node,ev-ae018bd16b7241c8,ev-ae018bd16b7241c8,none,main.bicep#L2772,passed
Architecture Diagram to IaC Compiler.pptx:slide12.xml:24,ev-bd3dafaccf50abf4,node,ev-bd3dafaccf50abf4,ev-bd3dafaccf50abf4,none,main.bicep#L2780,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:2,ev-e617d6369980d229,node,ev-e617d6369980d229,ev-e617d6369980d229,question:SHAPE_TEXT_MISSING,main.bicep#L2788,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:3,ev-95a14dca55285a2d,node,ev-95a14dca55285a2d,ev-95a14dca55285a2d,question:SHAPE_TEXT_MISSING,main.bicep#L2796,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:4,ev-2f3f9a50355c7503,node,ev-2f3f9a50355c7503,ev-2f3f9a50355c7503,none,main.bicep#L2804,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:5,ev-c8edcdb35b3e9d21,node,ev-c8edcdb35b3e9d21,ev-c8edcdb35b3e9d21,none,main.bicep#L2812,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:6,ev-9ae06cf81e0f4b86,node,ev-9ae06cf81e0f4b86,ev-9ae06cf81e0f4b86,none,main.bicep#L2820,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:7,ev-2f54d5b6a55d9b62,node,ev-2f54d5b6a55d9b62,ev-2f54d5b6a55d9b62,question:SHAPE_TEXT_MISSING,main.bicep#L2828,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:8,ev-db09fc58b82d62c8,node,ev-db09fc58b82d62c8,ev-db09fc58b82d62c8,none,main.bicep#L2836,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:9,ev-bd2b32fe87eb5e84,node,ev-bd2b32fe87eb5e84,ev-bd2b32fe87eb5e84,none,main.bicep#L2844,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:10,ev-1a7a219b105256a6,node,ev-1a7a219b105256a6,ev-1a7a219b105256a6,none,main.bicep#L2852,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:11,ev-c1e298a136f35b2d,node,ev-c1e298a136f35b2d,ev-c1e298a136f35b2d,none,main.bicep#L2860,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:12,ev-5c83f17b30b955a1,node,ev-5c83f17b30b955a1,ev-5c83f17b30b955a1,none,main.bicep#L2868,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:13,ev-6284b9015ce97eed,node,ev-6284b9015ce97eed,ev-6284b9015ce97eed,none,main.bicep#L2876,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:14,ev-dbf61e79ea7a24bc,node,ev-dbf61e79ea7a24bc,ev-dbf61e79ea7a24bc,none,main.bicep#L2884,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:15,ev-a216907fd51e4b7a,node,ev-a216907fd51e4b7a,ev-a216907fd51e4b7a,none,main.bicep#L2892,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:16,ev-ff014b0f67030b83,node,ev-ff014b0f67030b83,ev-ff014b0f67030b83,question:SHAPE_TEXT_MISSING,main.bicep#L2900,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:17,ev-a3cc9e195dfba081,node,ev-a3cc9e195dfba081,ev-a3cc9e195dfba081,none,main.bicep#L2908,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:18,ev-0f7e3faba6ac4fce,node,ev-0f7e3faba6ac4fce,ev-0f7e3faba6ac4fce,none,main.bicep#L2916,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:19,ev-041662fe1c4b5519,node,ev-041662fe1c4b5519,ev-041662fe1c4b5519,none,main.bicep#L2924,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:20,ev-3d6230b3998618b1,node,ev-3d6230b3998618b1,ev-3d6230b3998618b1,question:SHAPE_TEXT_MISSING,main.bicep#L2932,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:21,ev-b179ad0bacfb3341,node,ev-b179ad0bacfb3341,ev-b179ad0bacfb3341,none,main.bicep#L2940,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:22,ev-ae73c20fc5c85a32,node,ev-ae73c20fc5c85a32,ev-ae73c20fc5c85a32,none,main.bicep#L2948,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:23,ev-a4f5a7d77c3d2cb9,node,ev-a4f5a7d77c3d2cb9,ev-a4f5a7d77c3d2cb9,none,main.bicep#L2956,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:24,ev-41682b47c6d2ffcb,node,ev-41682b47c6d2ffcb,ev-41682b47c6d2ffcb,question:SHAPE_TEXT_MISSING,main.bicep#L2964,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:25,ev-b01af9b58dc6f990,node,ev-b01af9b58dc6f990,ev-b01af9b58dc6f990,none,main.bicep#L2972,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:26,ev-ef235c7f4643730e,node,ev-ef235c7f4643730e,ev-ef235c7f4643730e,none,main.bicep#L2980,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:27,ev-b6a5b951f6ff2e24,node,ev-b6a5b951f6ff2e24,ev-b6a5b951f6ff2e24,none,main.bicep#L2988,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:28,ev-c2d6bbaaf99028e0,node,ev-c2d6bbaaf99028e0,ev-c2d6bbaaf99028e0,question:SHAPE_TEXT_MISSING,main.bicep#L2996,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:30,ev-fcd89a6d6476c37b,node,ev-fcd89a6d6476c37b,ev-fcd89a6d6476c37b,none,main.bicep#L3004,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:31,ev-fa4f250920ebcdbc,node,ev-fa4f250920ebcdbc,ev-fa4f250920ebcdbc,question:SHAPE_TEXT_MISSING,main.bicep#L3012,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:33,ev-a988077c986ba2e4,node,ev-a988077c986ba2e4,ev-a988077c986ba2e4,none,main.bicep#L3020,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:34,ev-23b927c6443b3c2d,node,ev-23b927c6443b3c2d,ev-23b927c6443b3c2d,question:SHAPE_TEXT_MISSING,main.bicep#L3028,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:36,ev-701c36826192c86f,node,ev-701c36826192c86f,ev-701c36826192c86f,none,main.bicep#L3036,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:37,ev-647b7a554d9ac774,node,ev-647b7a554d9ac774,ev-647b7a554d9ac774,none,main.bicep#L3044,passed
Architecture Diagram to IaC Compiler.pptx:slide13.xml:38,ev-19b4aa311b556f61,node,ev-19b4aa311b556f61,ev-19b4aa311b556f61,none,main.bicep#L3052,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:2,ev-d45bae588b5111e1,node,ev-d45bae588b5111e1,ev-d45bae588b5111e1,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L3060,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:3,ev-d9865094ccebfe8b,node,ev-d9865094ccebfe8b,ev-d9865094ccebfe8b,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L3068,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:4,ev-7e53667c42cd8583,node,ev-7e53667c42cd8583,ev-7e53667c42cd8583,none,main.bicep#L3076,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:5,ev-1f3a7ed734e1c572,node,ev-1f3a7ed734e1c572,ev-1f3a7ed734e1c572,none,main.bicep#L3084,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:6,ev-f6c803ee836e3434,node,ev-f6c803ee836e3434,ev-f6c803ee836e3434,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L3092,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:7,ev-28df8267b486880b,node,ev-28df8267b486880b,ev-28df8267b486880b,none,main.bicep#L3100,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:8,ev-48494b443c612fcc,node,ev-48494b443c612fcc,ev-48494b443c612fcc,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L3108,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:9,ev-b1d25e8f9922d710,node,ev-b1d25e8f9922d710,ev-b1d25e8f9922d710,none,main.bicep#L3116,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:10,ev-1cd42bee55665d49,node,ev-1cd42bee55665d49,ev-1cd42bee55665d49,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L3124,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:11,ev-be5664a1e4ab8a34,node,ev-be5664a1e4ab8a34,ev-be5664a1e4ab8a34,none,main.bicep#L3132,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:12,ev-2b5cd3638bd2e752,node,ev-2b5cd3638bd2e752,ev-2b5cd3638bd2e752,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L3140,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:13,ev-8fc4a1ffcee7e24e,node,ev-8fc4a1ffcee7e24e,ev-8fc4a1ffcee7e24e,none,main.bicep#L3148,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:14,ev-c28fc1eb24501787,node,ev-c28fc1eb24501787,ev-c28fc1eb24501787,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L3156,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:15,ev-949fc8d3aa6d8702,node,ev-949fc8d3aa6d8702,ev-949fc8d3aa6d8702,none,main.bicep#L3164,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:16,ev-78f97b6ee4e74606,node,ev-78f97b6ee4e74606,ev-78f97b6ee4e74606,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L3172,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:17,ev-a8ec92c41556d6a9,node,ev-a8ec92c41556d6a9,ev-a8ec92c41556d6a9,none,main.bicep#L3180,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:18,ev-f19615710342d55f,node,ev-f19615710342d55f,ev-f19615710342d55f,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L3188,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:19,ev-4aa2919b6d82f922,node,ev-4aa2919b6d82f922,ev-4aa2919b6d82f922,none,main.bicep#L3196,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:20,ev-9b2d73c680115bda,node,ev-9b2d73c680115bda,ev-9b2d73c680115bda,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L3204,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:21,ev-bac1e199ccc4398f,node,ev-bac1e199ccc4398f,ev-bac1e199ccc4398f,none,main.bicep#L3212,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:22,ev-831083dc598abf97,node,ev-831083dc598abf97,ev-831083dc598abf97,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L3220,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:23,ev-b75a4eb42622293b,node,ev-b75a4eb42622293b,ev-b75a4eb42622293b,none,main.bicep#L3228,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:24,ev-393d9946c9071a5d,node,ev-393d9946c9071a5d,ev-393d9946c9071a5d,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L3236,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:25,ev-656e0263d41e5755,node,ev-656e0263d41e5755,ev-656e0263d41e5755,none,main.bicep#L3244,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:26,ev-65fc4a7a3e39c8d7,node,ev-65fc4a7a3e39c8d7,ev-65fc4a7a3e39c8d7,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L3252,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:27,ev-9b82d0aa671bb665,node,ev-9b82d0aa671bb665,ev-9b82d0aa671bb665,none,main.bicep#L3260,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:28,ev-ac342770b71bc6c6,node,ev-ac342770b71bc6c6,ev-ac342770b71bc6c6,question:DECORATIVE_SHAPE_UNLABELED,main.bicep#L3268,passed
Architecture Diagram to IaC Compiler.pptx:slide14.xml:30,ev-f04e23744c15bfa5,node,ev-f04e23744c15bfa5,ev-f04e23744c15bfa5,none,main.bicep#L3276,passed
